proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep3
Solyc06g075800.1.1	4002700000	8.107e+09	2758400000	5550500000	3937100000	1.889e+09	7557100000	8122900000	3156700000	3501900000	1587700000	2045100000
Solyc06g075810.2.1	0	0	0	0	0	0	0	0	0	0	1543100	0
Solyc06g076150.2.1	1226600	2936300	0	2661300	3512900	2228200	1892300	3082900	0	15567000	24067000	8577700
Solyc06g076160.2.1	0	0	0	0	0	0	0	0	0	5568300	10326000	8987500
Solyc06g076360.2.1	56852000	54988000	56673000	59178000	54796000	93160000	87673000	68852000	52567000	83918000	85625000	77126000
Solyc06g076430.2.1	3680300	2450800	3386100	2283400	3853800	2282600	2605100	2443200	3649500	2653400	1748200	4324700
Solyc06g076480.2.1	0	0	0	0	0	0	0	0	0	1235400	6717000	0
Solyc06g076640.2.1	17356000	25728000	15758000	16487000	17826000	12157000	10627000	17179000	13295000	11472000	13193000	16592000
Solyc06g076650.2.1	47978000	101180000	85497000	60686000	91416000	59345000	49440000	98616000	74402000	67502000	50881000	50604000
Solyc06g082090.2.1	1124400	1112600	1256000	0	1803600	1339000	2348800	0	1165300	1693100	8357800	4561600
Solyc06g082100.2.1	4790700000	2326900000	2453600000	2456400000	2348400000	3.411e+09	3.831e+09	2132200000	2674500000	2416700000	1808200000	2820200000
Solyc06g082150.2.1	0	0	0	0	0	18819000	0	0	0	0	20358000	0
Solyc06g082220.2.1	33447000	37393000	49807000	24437000	25369000	27832000	26899000	38122000	34155000	34585000	16644000	55396000
Solyc06g082360.2.1	11277000	21644000	51315000	20039000	21065000	37423000	27731000	30126000	26271000	16960000	18374000	33235000
Solyc06g082510.2.1	0	0	418910	0	0	0	0	0	0	0	0	0
Solyc06g082580.2.1	6130800	6217900	12571000	4146800	5597500	10678000	4470300	5119700	13545000	8230800	6420600	13522000
Solyc06g082660.2.1	1472000	2316300	1194900	0	2709300	1288700	1304500	1502500	1694400	2516300	5700800	2981200
Solyc06g082680.2.1	0	0	0	0	0	0	0	0	0	2609100	0	0
Solyc06g082760.2.1	0	1928300	809010	0	1102300	2625100	949600	650860	0	2296000	7963800	1784700
Solyc06g082870.2.1	16828000	45367000	40651000	30744000	25765000	32647000	33068000	78701000	54894000	42256000	38061000	33613000
Solyc06g082970.2.1	0	0	0	0	0	0	0	0	0	4162400	22869000	3689400
Solyc06g083180.2.1	3365000	23300000	19634000	5654400	4477000	10487000	6237600	13847000	25642000	10825000	8445300	13658000
Solyc06g083350.2.1	1235400	0	0	0	0	0	0	0	0	0	0	0
Solyc06g083360.2.1	1201200	847620	0	0	1473500	0	1590000	0	0	358990	0	0
Solyc06g083390.2.1	0	0	0	0	957750	0	0	0	0	2839000	2781700	1594000
Solyc06g083420.1.1	950890	0	638430	0	0	527180	845440	0	987810	682960	0	674890
Solyc06g083510.2.1	0	0	0	0	0	0	334770	0	0	0	0	0
Solyc06g083540.2.1	0	3139900	3630500	0	4193100	0	3119100	4936900	5637500	8402200	3641700	4783400
Solyc06g083580.2.1	22341000	37924000	134360000	35569000	31338000	36836000	43668000	93948000	70579000	18077000	4507700	30126000
Solyc06g083620.2.1	4782000	7301700	3814000	12439000	11959000	12595000	7989100	13406000	10295000	9149100	17886000	9389400
Solyc06g083680.2.1	0	0	0	0	3932300	0	0	0	0	17573000	72654000	10634000
Solyc06g083720.1.1	27371000	40307000	67894000	34346000	43906000	38408000	38557000	34429000	31396000	21015000	14209000	25883000
Solyc06g083730.2.1	0	0	0	0	0	0	0	0	0	727220	0	0
Solyc06g083870.2.1	371900000	296100000	227890000	603450000	396590000	347600000	372710000	347970000	333010000	404600000	193510000	209730000
Solyc06g083980.1.1	0	0	0	0	0	0	0	0	0	0	0	659350
Solyc06g084000.2.1	10268000	7034200	6221000	7601200	5698400	4080900	10189000	8032700	5757100	7589700	4233200	6711900
Solyc06g084010.2.1	14257000	9191500	10631000	13716000	11798000	4254000	23321000	19059000	7361100	13227000	6909900	9767500
Solyc06g084020.2.1	429320000	15265000	54224000	426530000	8280000	44273000	290110000	17685000	69470000	19452000	6727500	14107000
Solyc06g084090.2.1	166110000	431090000	111580000	207130000	65476000	79050000	180750000	158590000	369130000	115780000	27022000	107010000
Solyc06g084210.2.1	0	0	0	0	0	0	0	0	0	2737200	6260200	0
Solyc09g065330.2.1	0	13561000	9311500	20737000	12736000	8443900	10623000	5723000	11572000	7163400	8152200	15601000
Solyc09g064660.2.1	293440000	228100000	228850000	420120000	320290000	363020000	244620000	316340000	363130000	282160000	217730000	159140000
Solyc06g084400.2.1	0	1666800	0	0	0	0	0	0	0	0	0	1473500
Solyc06g084480.2.1	0	0	0	0	0	0	0	0	0	0	542790	0
Solyc06g084530.2.1	7631300	5095200	9626200	8647000	9002200	4925400	9377100	8373300	13220000	17488000	8053300	19993000
Solyc07g005020.2.1	0	0	0	0	1667900	0	0	0	645020	0	0	0
Solyc07g005100.2.1	0	0	0	0	0	631770	0	0	0	0	0	0
Solyc07g005320.2.1	43671000	48615000	47233000	33609000	41704000	28792000	39454000	52581000	45835000	48267000	18172000	34241000
Solyc07g005340.1.1	1282800	1363000	0	0	1218000	1342000	1493600	1214600	1119400	1059700	0	0
Solyc07g005530.2.1	6001300	4493100	7787900	8802200	8466600	2478300	4567700	8181800	8494300	2499700	875820	1981600
Solyc07g005680.2.1	0	2519600	1121600	1523400	1194800	3784400	0	1936600	988130	2749100	0	1415100
Solyc07g005810.2.1	565840	888250	313000	865620	1136000	494750	567390	643380	492320	36809000	62310000	15924000
Solyc07g005830.2.1	0	2443000	1107400	2839400	1620100	1251700	1347000	621750	669630	36900000	20476000	12441000
Solyc07g005880.2.1	100890000	100630000	85711000	100660000	112450000	137230000	96312000	100760000	96643000	67047000	38583000	82528000
Solyc07g005890.2.1	1610600	869110	2152000	1648400	1251700	0	1474100	1280500	1529200	0	0	0
Solyc07g005930.2.1	5326800	4723300	6976300	4800600	5049200	4790100	4398800	4835400	4278300	3129500	0	4078200
Solyc07g005940.2.1	10165000	9250500	6697600	10468000	10912000	13072000	12043000	9634400	7471500	10548000	20706000	10093000
Solyc07g006000.2.1	0	0	0	0	0	0	0	0	0	0	0	1654700
Solyc07g006010.2.1	32200000	22294000	41546000	48720000	24997000	28361000	38351000	42023000	51342000	24843000	14402000	40706000
Solyc07g006030.2.1	57211000	36389000	29167000	9248700	16596000	23605000	27057000	17837000	15030000	15289000	17377000	7602400
Solyc07g006150.2.1	0	0	0	0	0	3095600	0	0	0	0	0	0
Solyc07g006220.1.1	5745300	4497400	2020700	3522300	2582500	0	4717700	3465500	2597000	0	0	0
Solyc07g006650.2.1	1522600	4913500	1442200	2063100	4222600	1914500	1932200	3951000	1930400	3136700	9986800	1731600
Solyc07g006820.2.1	973290	0	979750	0	0	0	0	910040	0	853090	0	0
Solyc07g006830.2.1	86971000	62215000	51880000	59397000	75387000	99206000	74379000	46444000	70761000	48996000	37956000	83537000
Solyc07g007120.2.1	60785000	38804000	49639000	52432000	39149000	59066000	66316000	45622000	53659000	16402000	10046000	19653000
Solyc07g007210.2.1	881070000	2919400000	2566600000	1621600000	2409900000	1502400000	1767900000	2112300000	1691900000	2166500000	1293400000	1176300000
Solyc07g007230.2.1	51685000	52566000	47263000	67176000	41341000	55682000	57798000	80448000	55838000	41223000	15862000	49918000
Solyc07g007390.2.1	6970900	6417700	6534400	3727000	5414400	6125900	6168100	3411900	7041600	6434600	3456300	5877700
Solyc07g007670.2.1	0	0	0	863780	1143300	1270400	1052500	0	1091400	1251000	1403700	0
Solyc07g007890.2.1	0	0	144640	0	0	0	0	0	0	0	0	0
Solyc07g008040.2.1	0	0	1633700	0	1277600	1857800	4068400	2589300	0	2967700	2662900	0
Solyc07g008160.2.1	98679000	83380000	154280000	123790000	124820000	1.14e+08	152450000	132360000	160400000	81699000	84768000	108990000
Solyc07g008190.2.1	5402600	3123300	6791500	9351200	4957100	3166800	11483000	7584700	6126200	3228600	2538200	3780200
Solyc07g008320.2.1	0	551840	1069500	0	0	0	0	0	423010	720360	750510	826080
Solyc07g008330.2.1	59832000	27984000	41700000	72852000	30372000	67519000	55963000	39422000	56847000	29127000	12730000	32288000
Solyc07g008490.2.1	232610000	153170000	205570000	252620000	191990000	153460000	224270000	232030000	172910000	176500000	133640000	142930000
Solyc07g008550.2.1	0	0	0	0	0	0	0	0	0	3869900	2068300	1906700
Solyc07g008560.2.1	37147000	66779000	46623000	46785000	43649000	42502000	102900000	127060000	84265000	206270000	171100000	250830000
Solyc07g008610.1.1	10099000	22497000	6820100	11135000	12503000	12036000	7109600	14407000	11722000	21322000	37710000	14339000
Solyc07g008660.2.1	0	146400	0	0	0	0	0	0	0	0	0	0
Solyc07g008880.2.1	4239300000	2287800000	2146800000	1.742e+09	1789300000	3470900000	2897200000	1648300000	2012700000	1.722e+09	1199400000	2.166e+09
Solyc07g009320.2.1	0	0	1533200	0	0	1544000	0	1966800	2203300	4134600	3806300	1781300
Solyc07g009330.2.1	0	0	0	0	0	291680	0	0	0	0	0	0
Solyc07g009350.2.1	462250	443210	444750	0	951190	0	420180	538910	0	0	0	0
Solyc07g015860.2.1	0	0	0	0	0	0	0	0	0	2277900	6271200	0
Solyc07g016150.2.1	0	1069300	0	1417300	1419000	0	1163300	1682900	0	3557500	9260000	1793900
Solyc07g016200.2.1	0	1052000	1006500	1163000	1408700	3685500	2879100	1207200	956990	5332400	3495200	4307900
Solyc07g017430.2.1	0	0	0	0	165280	0	0	0	0	0	0	0
Solyc07g017490.2.1	40200000	48089000	28469000	40745000	31893000	41580000	38493000	54719000	28121000	39125000	24748000	32107000
Solyc07g017940.1.1	38156000	33535000	22949000	44453000	38638000	38236000	38250000	41252000	29670000	25095000	19896000	30132000
Solyc07g018360.2.1	837670	2244100	607030	5681300	6755700	1312500	1097900	543140	766870	27388000	49598000	12251000
Solyc07g019490.1.1	0	0	0	0	0	0	23055000	0	0	0	0	0
Solyc07g022760.2.1	172690000	154220000	171810000	165460000	136290000	173140000	152140000	145380000	150020000	132210000	64605000	170870000
Solyc07g022900.2.1	0	0	0	0	0	0	0	0	0	0	4530500	0
Solyc07g032100.2.1	11409000	12074000	12917000	8824500	10234000	8809100	10694000	9780100	10011000	11742000	9330500	14183000
Solyc07g032250.2.1	0	1017300	1085800	1043400	0	0	0	673720	0	7194800	5084300	1598700
Solyc07g032260.2.1	19375000	14340000	18700000	14145000	16629000	12119000	16798000	13113000	20207000	9310900	0	17936000
Solyc07g039200.2.1	11550000	9679700	9209500	11624000	11716000	11062000	10094000	11304000	13505000	4088300	2441200	7850800
Solyc07g039210.2.1	2381100	2534400	3740800	2195400	2788800	2334700	3369600	2703900	3012700	3061300	1867900	3616400
Solyc07g039320.2.1	49421000	30292000	28570000	38529000	28631000	36210000	39225000	33415000	34636000	29230000	10628000	22511000
Solyc07g039330.2.1	62036000	37072000	52154000	58086000	24346000	36194000	34167000	35696000	40636000	28005000	10827000	30948000
Solyc07g039550.2.1	72823000	86508000	74294000	83763000	88068000	67044000	72898000	78958000	78758000	65446000	37667000	70554000
Solyc07g040720.2.1	0	0	1262900	0	0	0	0	0	1290100	1388900	0	1713900
Solyc07g040790.2.1	2723300	2027700	2941800	3055200	2460000	1657900	2229700	2188500	2896300	2626000	1084700	2313700
Solyc07g041020.2.1	0	0	0	0	1209100	0	0	0	0	0	0	0
Solyc07g041080.2.1	3073200	3569800	3636400	3015000	2477800	3169800	1669500	0	3998600	2560600	3740500	4818500
Solyc07g041150.2.1	3551900	5941700	5717800	2782300	5070500	2344700	3216600	5509500	6115600	4519000	5268400	6433900
Solyc07g041160.2.1	0	0	0	0	0	0	0	0	0	189740	0	0
Solyc07g041190.2.1	0	0	623360	0	0	0	0	0	0	0	0	0
Solyc07g041510.1.1	47101000	37730000	57704000	50085000	45786000	65742000	48303000	50042000	59485000	34556000	24268000	53164000
Solyc07g041550.2.1	6877300	6237500	7292300	13155000	6689500	11314000	11587000	5776600	10512000	7057100	4224600	6414600
Solyc07g041970.2.1	23888000	27269000	16314000	23334000	15455000	23920000	28192000	26353000	17973000	8014500	4235300	9036900
Solyc07g042180.2.1	0	0	0	0	0	0	0	0	0	1942800	0	0
Solyc07g042270.2.1	10981000	6430800	10178000	11750000	9032600	7461100	12404000	11569000	13667000	5681800	1680400	10760000
Solyc07g042380.2.1	36236000	35094000	36655000	56044000	37983000	18371000	37221000	41484000	37121000	22135000	10466000	34345000
Solyc07g042700.2.1	16914000	11655000	21239000	17628000	19786000	8870600	16033000	13346000	18756000	7928600	2767700	8602100
Solyc07g042910.2.1	8859600	8804400	4542000	8367400	6244400	13244000	5824100	8739600	11301000	9356700	11557000	7375300
Solyc07g043160.1.1	0	0	0	0	0	0	0	0	0	0	540250	0
Solyc07g043250.1.1	0	0	0	0	0	0	0	0	0	0	0	3381400
Solyc07g043270.2.1	3136400	1962000	2634400	2175600	1869800	0	2662100	2612200	2324600	1852100	0	1542300
Solyc07g043320.2.1	1133400	1258800	0	0	653480	2386700	724710	1569700	0	12486000	15694000	3143400
Solyc07g043360.1.1	5339200	6863700	5506700	3222600	5754300	8906100	5558000	6212100	7131700	3992800	6383800	2971000
Solyc07g043600.2.1	1734400	5116000	1341500	0	2109200	0	1545700	3807400	2000900	0	0	0
Solyc07g044760.2.1	13705000	21395000	11761000	20288000	23084000	6965200	10341000	18335000	14987000	14708000	11561000	15375000
Solyc07g044860.2.1	118760	875650	190730	23684000	59419000	746380	600420	556880	249070	435670000	1.283e+09	279720000
Solyc07g044930.2.1	1326700	1751700	1800900	2158800	2001100	2061200	1335800	2278000	1684600	1048000	815780	0
Solyc07g044980.2.1	0	0	0	0	0	0	0	3806000	0	0	0	0
Solyc07g045170.2.1	0	439500	1136000	0	0	0	695410	0	640310	0	0	0
Solyc07g045240.2.1	194610000	176370000	383220000	261740000	201530000	211730000	190530000	276110000	290130000	254580000	129960000	403580000
Solyc07g045310.2.1	0	0	0	0	248670	0	0	0	0	0	0	0
Solyc07g045370.2.1	1872000	1744200	1644200	0	2485300	1282700	2092200	2521000	2608800	1485600	0	2217300
Solyc07g045420.2.1	11378000	20333000	12084000	11607000	12405000	19454000	20703000	14614000	10474000	4614200	4716300	4998600
Solyc07g047610.2.1	0	0	0	0	0	0	0	0	1074600	0	0	0
Solyc07g047670.2.1	176570000	244170000	312780000	217020000	273720000	214120000	234490000	288930000	232020000	117040000	85275000	253680000
Solyc07g047690.1.1	1067800	0	1120000	1833100	1459400	1477300	1834600	1689900	1347900	1074600	0	840620
Solyc07g047720.2.1	0	0	0	0	0	0	0	0	0	0	0	191210
Solyc07g047790.2.1	0	0	0	0	0	0	0	0	0	0	2863700	0
Solyc07g047800.2.1	0	0	627570	0	1873100	3208800	0	903890	0	13332000	26557000	15528000
Solyc07g047860.2.1	49271000	38432000	86833000	55023000	46182000	40120000	62498000	49537000	81155000	31013000	25098000	54994000
Solyc07g047980.1.1	4007900	7035100	4583900	5955700	7025200	4422100	4505500	4459300	3852100	3355000	3446500	3633800
Solyc07g048030.2.1	5284800	2635900	4896500	3281000	3372700	2883200	3116500	2941200	4144100	3441900	5271200	4218700
Solyc07g048070.2.1	0	0	0	0	0	0	0	0	0	1252500	0	0
Solyc07g048080.2.1	0	0	0	0	0	0	0	0	0	0	2092700	0
Solyc07g049290.2.1	0	0	0	0	0	0	1691100	0	0	0	0	0
Solyc07g049360.2.1	30447000	24136000	16955000	48208000	16824000	13679000	24951000	23031000	14614000	17738000	8363600	18267000
Solyc07g049500.2.1	1138900	1964700	0	1657400	1675400	0	1262100	2209200	932040	0	0	0
Solyc07g049530.2.1	0	0	0	0	586530	0	0	0	0	4339600	6504100	1176200
Solyc07g049690.2.1	0	0	0	0	0	0	0	0	0	0	3448900	0
Solyc07g049720.2.1	797150000	786480000	525080000	881160000	823600000	620300000	691250000	561690000	539980000	562650000	295560000	390780000
Solyc07g052110.2.1	169100000	178870000	110520000	245070000	201460000	115860000	159130000	166950000	133940000	115330000	67821000	89194000
Solyc07g052240.2.1	0	0	2624000	2171200	2266900	0	0	0	0	1428500	0	0
Solyc07g052370.2.1	0	0	0	0	0	0	0	0	0	12859000	16893000	23486000
Solyc07g052760.1.1	108260000	115150000	70562000	131440000	94778000	93341000	106020000	93432000	92825000	73764000	46773000	62955000
Solyc07g052830.2.1	0	0	1523200	0	1365700	1221100	0	0	1073400	0	0	0
Solyc07g052900.1.1	173960000	203870000	258140000	203770000	191750000	218210000	86535000	111380000	153360000	61388000	53316000	74175000
Solyc07g052920.2.1	0	0	0	0	0	0	0	0	0	0	277110	0
Solyc07g052940.2.1	0	0	887870	0	0	0	659720	0	720420	0	0	0
Solyc07g052980.2.1	0	0	0	0	0	0	0	3359800	0	0	0	0
Solyc07g053350.2.1	6029900	9942800	24622000	8155600	8130700	5717900	10976000	15627000	26240000	7561400	6510300	13534000
Solyc07g053610.2.1	6034800	4931000	4696300	4600600	2133100	2230800	5022000	3374800	6870100	4176900	2016200	3359100
Solyc07g053620.2.1	0	0	0	0	0	0	0	0	0	1353100	1147400	1224000
Solyc07g053660.2.1	73691000	38189000	38996000	78341000	57838000	32882000	83374000	51163000	37520000	20422000	13252000	29233000
Solyc07g053730.2.1	214690000	258260000	137600000	275840000	304730000	198730000	190990000	245230000	197930000	170350000	104320000	215510000
Solyc07g053800.2.1	0	0	431630	0	0	0	0	0	0	0	0	0
Solyc07g053970.2.1	932760	1445000	2492900	0	1715100	1256100	1370900	854570	3293000	2095300	4318400	4057000
Solyc07g054200.2.1	148880000	129450000	112160000	192270000	105490000	91233000	190890000	148090000	94909000	127110000	77526000	69466000
Solyc07g055060.2.1	2391500	3718700	1216100	3128800	6098200	2495700	2909200	2784900	1613300	2.7e+07	59082000	15672000
Solyc07g055710.2.1	0	0	0	2797200	2223500	1705800	1354000	1964700	1121600	0	0	1495400
Solyc07g055720.2.1	0	70690	0	0	0	0	0	0	0	0	0	0
Solyc07g055950.2.1	0	0	0	0	0	0	0	0	0	0	0	0
Solyc07g056020.2.1	10326000	10304000	7481300	10431000	10961000	13077000	9554000	9723700	8753600	11661000	17611000	12003000
Solyc07g056150.2.1	0	0	0	0	0	0	1078400	0	0	1245600	4403800	1170300
Solyc07g056170.2.1	14484000	8380800	16607000	15126000	22691000	10138000	28132000	38771000	29004000	73628000	39171000	41610000
Solyc07g056330.2.1	0	0	0	0	0	0	3171500	0	0	0	0	0
Solyc07g056550.2.1	7681900	6369000	6826100	10891000	6742000	7549700	8598300	11299000	6780900	4231100	3992300	5965500
Solyc07g056650.2.1	0	0	0	0	822520	0	0	999140	1115800	0	0	0
Solyc07g056660.2.1	0	0	0	0	0	0	0	0	0	250450	0	0
Solyc07g061790.2.1	5186900	6123000	4651200	4202900	6721500	4369000	4306000	6023000	4340700	20671000	56608000	15082000
Solyc07g061900.2.1	33609000	73492000	51212000	86594000	51542000	32884000	72348000	66548000	80919000	80519000	55669000	41252000
Solyc07g062110.2.1	11324000	12998000	10410000	8707300	8623400	9080900	15992000	14327000	11801000	10535000	4870800	7834700
Solyc07g062190.2.1	0	0	0	0	0	0	0	0	0	614080	0	0
Solyc07g062600.2.1	0	0	0	817530	0	0	0	0	0	0	0	0
Solyc07g062660.2.1	10118000	7154700	11325000	8981000	9545000	8923900	11554000	8593000	9649400	9158700	6931900	11415000
Solyc07g062760.1.1	1158700	0	1604000	0	0	0	452650	0	0	0	0	0
Solyc07g062770.2.1	0	0	600990	0	0	0	0	0	0	0	0	0
Solyc07g062870.2.1	0	20489000	17268000	2811500	14577000	6229900	11281000	27348000	3603700	11315000	16679000	13439000
Solyc07g062920.2.1	2893000	3855000	2253400	0	2533300	0	2931400	2619300	0	0	0	0
Solyc07g063100.2.1	126410000	95296000	85229000	104060000	93557000	127220000	72496000	67504000	85002000	78570000	67160000	61186000
Solyc07g063270.2.1	12166000	22348000	19704000	32639000	37812000	19435000	17693000	27908000	26030000	8034300	4340500	19286000
Solyc07g063290.2.1	0	219750	0	0	0	0	0	0	0	0	0	0
Solyc07g064090.2.1	0	0	324090	0	0	0	0	0	0	0	0	0
Solyc07g064130.1.1	465620000	882620000	447640000	5.01e+08	426020000	397210000	1041100000	708480000	381800000	339300000	277200000	345220000
Solyc07g064180.2.1	1.56e+08	97934000	53680000	1015200000	55084000	289790000	31865000	99938000	75359000	371180000	82477000	194450000
Solyc07g064240.2.1	0	0	0	0	0	0	1329900	0	0	0	0	0
Solyc07g064250.2.1	5436700	6244000	8632200	4368800	4815900	6124400	6071500	6664000	4495200	5471700	4607900	2651900
Solyc07g064330.2.1	0	0	1975100	0	0	1286000	0	0	1313100	0	0	0
Solyc07g064350.1.1	20396000	21278000	23507000	32248000	23874000	23926000	16972000	20120000	22577000	15841000	7810200	10141000
Solyc07g064510.2.1	38854000	35270000	44450000	30462000	37508000	31979000	42359000	39632000	35993000	25668000	18059000	29373000
Solyc07g064520.2.1	20506000	21334000	17774000	25275000	29653000	22895000	16348000	22170000	17887000	19596000	10782000	21466000
Solyc07g064560.2.1	56893000	19923000	43086000	37384000	25907000	38360000	56521000	46296000	34668000	13225000	8617200	24824000
Solyc07g064700.2.1	3617400	2830200	2386100	3109800	2193100	0	2848600	3257300	2516200	0	0	0
Solyc07g064800.2.1	3201200	2285000	1639600	2070900	2138300	4769400	6234000	2293100	3202600	5828500	9770700	2226400
Solyc07g064830.2.1	0	0	0	0	0	1330000	0	0	0	0	0	0
Solyc07g064880.2.1	10680000	8987700	6167900	13840000	13313000	7521800	9239100	11238000	6695300	9458300	6690100	8414800
Solyc07g064940.2.1	0	0	0	0	0	0	0	0	0	0	1499600	0
Solyc07g064970.2.1	5619400	4967200	4190000	2936900	5345300	7922300	4107600	2909000	3623000	14453000	20127000	8419300
Solyc07g064980.2.1	0	0	0	0	0	0	0	0	0	396730	0	0
Solyc07g065000.2.1	0	0	258890	0	0	0	0	0	0	0	0	0
Solyc07g065040.2.1	4054200	4412400	3685400	3577400	4126400	3365000	9458200	5206800	2791500	4612200	1987800	5603900
Solyc07g065090.1.1	174160000	120700000	235590000	159090000	153960000	226420000	183890000	147170000	259280000	86202000	85105000	229580000
Solyc07g065170.2.1	6507800	37352000	22838000	18570000	17787000	13624000	16148000	27544000	41316000	13576000	17900000	18245000
Solyc07g065280.2.1	0	0	0	0	0	0	0	0	0	0	3334900	0
Solyc07g065490.2.1	670980000	734200000	1302300000	742370000	650230000	672510000	638830000	585480000	666410000	503870000	219490000	240900000
Solyc07g065510.2.1	169820000	131800000	286180000	188020000	174170000	193100000	146990000	155040000	147550000	114970000	54915000	140490000
Solyc07g065800.2.1	1725800	4524200	6945800	4103900	1380600	2214000	3361000	4387800	7456500	4532500	1292800	4036300
Solyc07g065840.2.1	50483000	50046000	34216000	72394000	89817000	77842000	65298000	62516000	68569000	98920000	145780000	58051000
Solyc07g065950.2.1	1871800	2327600	1321400	2309200	1908600	1785000	1866600	3025600	1832300	4384300	5669200	2637300
